Timestamp,Wogegen sind Sie geimpft?,"Falls Sie nicht geimpft sind, weshalb nicht?",Sind Sie z.B. aufgrund von Immunsuppressiva auf eine hohe Immunität innerhalb der Bevölkerung angewiesen?,"Ich würde mich gegen Krankheiten mit hohem Infektionsrisiko, jedoch leichten Symptomen impfen lassen.","Ich würde mich gegen Krankheiten mit niedrigem Infektionsrisiko, jedoch schweren Symptomen impfen lassen.",Vor einer Impfung achte ich auf ihre Wirksamkeit.,Vor einer Impfung achte ich auf Empfehlungen meiner Ärztin bzw. meines Arztes.,Vor einer Impfung achte ich auf Empfehlungen des Gesundheitsamtes oder der Impfkommission.,"Für mich ist eine Impfung wirksam, wenn sie mein Infektionsrisiko senkt.","Für mich ist eine Impfung wirksam, wenn sie die Weitergabe des Krankheitserregers verhindert.","Für mich ist eine Impfung wirksam, wenn sie im Falle einer Infektion meine Symptome mildert.",Kurzzeitige leichte Nebenwirkungen wie Müdigkeit oder Schwindel würde ich in Kauf nehmen.,Kurzzeitige schwere Nebenwirkungen wie hohes Fieber würde ich in Kauf nehmen.,Länger andauernde Nebenwirkungen wie Müdigkeit würde ich in Kauf nehmen.,Wie viele Covid-19-Impfdosen haben Sie bereits erhalten?,"Wenn ja, wann haben Sie sich impfen lassen?","Wenn ja, aus welchem Grund haben Sie sich impfen lassen?","Sind generelle Hygienemaßnahmen (Sicherheitsabstände, Hände waschen, Lüften, persönliche Schutzmaßnahmen) Ihrer Ansicht nach bereits ausreichend wirksam?","Sind Covid-19-Maßnahmen der Regierung (Einschränkungen für Gastronomie, Veranstaltungen, Home Office) Ihrer Ansicht nach wirksam?",In welchen Bereichen vertrauen Sie der Covid-19-Impfung?,In welchen Bereichen vertrauen Sie der Covid-19-Impfung nicht?,Geschlecht,Alter,Was ist Ihre höchste abgeschlossene Schulbildung?,Welchen Beruf üben Sie aus?,Sind Sie im Gesundheitsbereich tätig?,"Wenn ja, welchen Beruf üben Sie genau aus?"
16/04/2022 14:33:12,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung",,Nein,1,2,5,3,2,3,2,2,2,2,1,keine,,,3,1,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,36,Hochschule/Universität,Angestellte/r,Ja,
16/04/2022 14:37:46,"Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,5,5,4,5,5,5,5,5,5,2,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,4,Verhinderung einer Ansteckung,Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),weiblich,65,Lehre,Derzeit nicht erwerbstätig,Nein,
16/04/2022 14:37:58,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,4,5,4,5,5,5,5,5,5,3,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,5,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,48,Hochschule/Universität,Angestellte/r,Ja,Arzt
16/04/2022 15:16:57,"Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,1,4,5,3,4,4,4,4,5,4,3,2,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Aufgrund der 3G-Pflicht am Arbeitsplatz, Aufgrund der 2G/3G-Pflicht in Gastronomie und Handel, Um einfacher reisen zu können",2,5,Symptome im Falle einer Ansteckung,Verhinderung einer Ansteckung,männlich,23,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,
16/04/2022 15:37:18,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis",Ich bin Impfungen gegenüber generell vorsichtig eingestellt,Nein,1,3,5,3,1,5,5,5,4,3,1,keine,,,4,1,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung",weiblich,39,Lehre,Angestellte/r,Nein,
16/04/2022 15:38:24,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,4,5,4,3,5,5,5,5,5,3,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",4,3,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,20,Matura (AHS/BHS/Abendmatura),In Ausbildung (Schule/Lehre/Studium),Ja,Gesundheits- und Krankenpflege
16/04/2022 15:41:27,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,4,5,5,5,5,5,5,3,5,5,1,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren","Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",3,3,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,32,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Angestellte/r,Nein,
16/04/2022 15:54:40,"Masern-Mumps-Röteln, Tetanus, Covid-19",,Ja,5,5,5,5,2,5,5,5,5,5,5,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren",Zu meinem eigenem Schutz,5,2,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Symptome im Falle einer Ansteckung,weiblich,30,Pflichtschule,Derzeit nicht erwerbstätig,Nein,
16/04/2022 16:05:28,Ich weiß es nicht/Ich bin mir nicht sicher,Ich bin Impfungen gegenüber generell vorsichtig eingestellt,Nein,1,3,5,3,1,4,4,2,2,1,1,keine,,,3,1,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,20,Matura (AHS/BHS/Abendmatura),In Ausbildung (Schule/Lehre/Studium),Nein,
16/04/2022 16:07:38,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Ja,5,5,5,5,5,5,5,5,5,4,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,3,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,35,Hochschule/Universität,Angestellte/r,Nein,Sozialarbeiterin
16/04/2022 16:11:48,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,3,5,5,4,5,5,5,5,5,5,2,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",4,1,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)","Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,41,Hochschule/Universität,Leitende/r Angestellte/r,Nein,
16/04/2022 16:13:19,Masern-Mumps-Röteln,,Nein,1,2,5,3,3,2,4,1,2,1,1,keine,,,4,2,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,39,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Selbstständig,Nein,
16/04/2022 16:21:22,"Tetanus, Covid-19",,Nein,3,5,3,3,3,2,3,5,5,5,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um einfacher reisen zu können",3,2,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,42,Lehre,Angestellte/r,Nein,Techbiker
16/04/2022 16:21:23,"Masern-Mumps-Röteln, Polio, Tetanus, Covid-19",,Nein,1,1,4,3,1,2,5,3,1,1,1,2,Mit der Einführung von 3G am Arbeitsplatz,Aufgrund der 3G-Pflicht am Arbeitsplatz,3,1,Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),Keine der genannten,weiblich,40,Lehre,Angestellte/r,Nein,Verkäuferin 
16/04/2022 16:46:10,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,2,4,4,5,2,4,4,5,5,3,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",4,2,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,34,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Leitende/r Angestellte/r,Nein,
16/04/2022 17:08:57,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, Covid-19",,Nein,5,5,4,5,5,5,5,5,5,5,1,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren","Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,5,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,40,Hochschule/Universität,Angestellte/r,Nein,Produktentwicklerin 
16/04/2022 17:15:30,"Polio, Tetanus, FSME/Zeckenschutzimpfung, Covid-19",,Nein,2,5,4,4,4,5,5,4,5,4,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",3,4,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,50,Hochschule/Universität,Angestellte/r,Nein,Berufsschullehrerin
16/04/2022 17:39:53,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,1,5,3,4,4,5,5,5,5,4,1,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",4,4,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,37,Hochschule/Universität,Angestellte/r,Nein,Bankwesen
16/04/2022 17:41:38,"Tetanus, Covid-19",Aus gesundheitsbedingten Gründen,Nein,1,4,4,3,1,5,5,4,5,5,3,3,Zum ehestmöglichem Zeitpunkt,Um besonders gefährdete Menschen zu schützen (Herdenimmunität),3,2,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,26,Pflichtschule,In Ausbildung (Schule/Lehre/Studium),Nein,
16/04/2022 17:46:30,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,4,5,3,4,4,4,4,5,2,2,3,Zum ehestmöglichem Zeitpunkt,Um besonders gefährdete Menschen zu schützen (Herdenimmunität),2,1,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,43,Hochschule/Universität,Selbstständig,Ja,
16/04/2022 17:50:11,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,3,3,4,2,5,4,4,5,2,2,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,3,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,46,Pflichtschule,ArbeiterIn,Nein,
16/04/2022 17:53:44,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,5,3,3,5,5,5,5,5,5,5,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",1,5,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,32,Hochschule/Universität,Angestellte/r,Nein,Lehrerin
16/04/2022 17:54:25,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,4,5,4,5,5,4,2,4,5,5,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,2,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,50,Hochschule/Universität,Leitende/r Angestellte/r,Ja,
16/04/2022 18:09:15,"Masern-Mumps-Röteln, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung",,Nein,1,2,5,2,1,5,5,5,5,3,2,1,Mit der Einführung von 2G in der Gastronomie und im Handel,Um einfacher reisen zu können,4,4,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,26,Lehre,Angestellte/r,Nein,
16/04/2022 18:19:31,"Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,3,5,4,4,4,5,5,5,5,5,4,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,2,3,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,57,Hochschule/Universität,Angestellte/r,Ja,
16/04/2022 18:22:09,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,3,4,5,5,4,5,4,5,5,4,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",4,2,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,32,Hochschule/Universität,Angestellte/r,Nein,
16/04/2022 18:32:19,"Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,1,5,3,5,2,4,4,4,4,3,1,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren",Um einfacher reisen zu können,3,1,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,26,Lehre,Angestellte/r,Nein,
16/04/2022 18:51:49,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,2,3,5,5,4,3,2,4,5,2,1,2,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren",Zu meinem eigenem Schutz,3,4,Symptome im Falle einer Ansteckung,Verhinderung einer Ansteckung,weiblich,33,Hochschule/Universität,Angestellte/r,Nein,
16/04/2022 18:56:43,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung",Aus Angst vor Nebenwirkungen,Nein,1,3,5,3,3,5,3,3,3,1,1,keine,,,5,1,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,30,Hochschule/Universität,Angestellte/r,Nein,
16/04/2022 19:07:53,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,5,3,5,5,5,4,5,4,5,3,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",5,4,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,29,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,
16/04/2022 19:16:41,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,1,5,3,3,1,5,5,2,5,1,1,3,Mit der Einführung von 2G in der Gastronomie und im Handel,"Aufgrund der 3G-Pflicht am Arbeitsplatz, Aufgrund der 2G/3G-Pflicht in Gastronomie und Handel, Um einfacher reisen zu können",5,1,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,34,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Angestellte/r,Ja,medizinische Sekretärin
16/04/2022 19:26:51,"Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,5,5,4,2,2,5,4,4,5,3,1,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,2,3,Keine der genannten,Verhinderung einer Ansteckung,männlich,48,Hochschule/Universität,Leitende/r Angestellte/r,Nein,
16/04/2022 19:32:39,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis",,Nein,2,2,3,2,1,3,3,3,3,1,1,keine,,,3,1,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,42,Lehre,Derzeit nicht erwerbstätig,Nein,
16/04/2022 19:36:30,"Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,2,3,5,2,2,5,5,4,3,1,1,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren",Um besonders gefährdete Menschen zu schützen (Herdenimmunität),4,2,Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,66,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Derzeit nicht erwerbstätig,Ja,Sozialarbeit
16/04/2022 19:40:56,"Masern-Mumps-Röteln, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung",Ich bin Impfungen gegenüber generell vorsichtig eingestellt,Nein,1,1,5,2,1,1,1,1,1,1,1,keine,,,5,1,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,40,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Angestellte/r,Ja,Dgkp
16/04/2022 19:41:00,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Ja,5,5,5,5,5,5,5,5,5,1,1,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,3,3,Symptome im Falle einer Ansteckung,Verhinderung einer Ansteckung,weiblich,66,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Derzeit nicht erwerbstätig,Nein,Pensionistin
16/04/2022 20:01:12,"Masern-Mumps-Röteln, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung",,Nein,3,1,5,3,1,4,5,2,3,1,1,keine,,,4,1,Keine der genannten,Keine der genannten,weiblich,33,Matura (AHS/BHS/Abendmatura),Angestellte/r,Ja,
16/04/2022 20:07:16,"Masern-Mumps-Röteln, Hepatitis",,Nein,3,4,5,3,3,4,4,4,3,1,1,keine,,,4,2,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,43,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Angestellte/r,Ja,Fsba
16/04/2022 20:17:39,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,5,4,3,3,5,2,4,5,3,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,4,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,43,Lehre,Angestellte/r,Ja,PFA
16/04/2022 20:26:35,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung",,Nein,3,3,5,3,1,2,3,3,2,2,2,keine,,,3,2,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,32,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,
16/04/2022 20:42:00,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung",,Nein,1,2,5,3,1,4,4,4,3,1,2,keine,,,5,1,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,44,Lehre,ArbeiterIn,Nein,Bauschlosser
16/04/2022 20:43:11,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,3,5,4,5,3,4,4,3,4,3,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,54,Hochschule/Universität,Angestellte/r,Nein,Juristin
16/04/2022 21:15:50,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,4,4,4,4,4,5,5,5,5,4,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,männlich,40,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,
16/04/2022 21:18:19,"Masern-Mumps-Röteln, Covid-19",Ich bin Impfungen gegenüber generell vorsichtig eingestellt,Nein,2,2,4,5,3,2,5,3,2,2,1,2,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren",Zu meinem eigenem Schutz,3,2,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,40,Lehre,Angestellte/r,Nein,
16/04/2022 21:21:55,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Covid-19",,Nein,4,5,5,4,4,5,5,5,5,4,4,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,4,4,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),männlich,66,Matura (AHS/BHS/Abendmatura),Selbstständig,Nein,Musiker
16/04/2022 21:49:46,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,4,4,3,5,2,4,4,5,5,3,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",4,3,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,20,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,
16/04/2022 22:58:11,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,5,1,5,1,5,5,5,5,4,2,3,Zum ehestmöglichem Zeitpunkt,Um besonders gefährdete Menschen zu schützen (Herdenimmunität),4,5,Keine der genannten,Verhinderung einer Ansteckung,weiblich,31,Matura (AHS/BHS/Abendmatura),In Ausbildung (Schule/Lehre/Studium),Ja,Fachsozialbetreuer Behindertenbegleitung 
16/04/2022 23:08:25,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, Covid-19, Ich weiß es nicht/Ich bin mir nicht sicher",,Nein,4,4,4,5,3,5,5,5,5,5,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,2,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,22,Hochschule/Universität,Angestellte/r,Nein,
16/04/2022 23:20:02,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,2,5,4,4,3,3,3,5,5,4,3,2,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren","Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,2,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,38,Lehre,Angestellte/r,Ja,Fitnesstrainer
16/04/2022 23:39:37,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,5,4,5,2,4,4,4,5,3,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,2,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,33,Matura (AHS/BHS/Abendmatura),Angestellte/r,Ja,Ehrenamtliche Rettungssanitäterin
